"Table with row headers in column A and column headers in rows 5 and 6, and 60 and 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table H-8.  Median Household Income by State: 1984 to 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Households as of March of the following year.  Income in current and 2017 CPI-U-RS adjusted dollars. (28)  Beginning in 2010, standard errors were calculated using replicate weights)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURRENT DOLLARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004(revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
Oklahoma,"55,006","3,102","52,039","1,688","48,710","2,004","48,920","2,876","48,655","3,628","46,142","4,306","51,778","3,017","52,927","2,616","48,565","2,336","52,544","1,305","52,627","1,063","51,218","1,722","47,335","1,946","47,368","1,823","51,534","1,460","47,967","1,043","49,816",838,"49,423",958,"46,295","1,012","48,236","2,201","50,837","1,857","47,896","1,566","42,822","1,700","42,158","1,410","44,290","1,990","43,990","2,499","43,423","1,846","44,816","1,899","44,480","1,904","45,301","2,366","47,282","1,510","44,899","1,830","44,853","1,865","46,198","1,664","47,656","1,618"
Oregon,"64,610","2,856","60,407","2,678","62,944","2,456","61,022","3,107","51,646","3,043","59,348","2,131","55,380","2,492","56,281","1,755","57,014","1,696","56,232","1,883","59,037","1,568","59,538","1,608","57,393","1,701","55,564","1,750","53,329","1,367","55,630","1,289","57,118","1,168","57,284","1,044","60,665","1,336","59,949","1,848","58,886","2,905","56,903","2,732","55,394","1,988","58,282","1,554","51,616","1,851","55,512","1,943","54,832","3,502","53,138","1,913","53,413","1,762","54,607","2,747","55,435","2,297","51,828","2,260","53,043","2,145","47,699","2,270","48,221","1,679"
Pennsylvania,"63,173","2,753","62,290","2,080","62,483","2,304","57,185","2,349","58,135","3,095","56,866","1,693","55,518","1,503","54,516","1,850","54,436","1,699","55,172","1,073","58,666",672,"57,406","1,105","59,082","1,059","58,258",937,"57,378","1,352","57,361","1,039","58,069","1,086","60,373","1,003","60,204","1,005","55,726","1,684","58,808","1,628","57,315","1,473","54,468","1,520","55,318","1,094","52,617","1,073","51,922","1,163","51,320","1,146","53,449","1,081","52,910","1,255","54,916","1,309","53,425",993,"52,627","1,120","50,975","1,060","49,841","1,172","45,848","1,124"
Rhode Island,"66,390","4,209","62,851","2,889","57,633","3,360","60,771","4,147","59,365","4,060","60,935","2,250","59,969","2,739","53,558","2,494","58,164","1,949","59,137","1,656","60,765","2,738","64,248","2,191","65,492","2,222","62,265","1,832","62,359","2,565","59,736","1,669","57,958","1,196","63,460","1,592","60,234","1,453","63,048","2,922","61,326","4,005","53,160","3,414","57,726","1,617","56,656","2,200","52,391","2,168","56,133","2,591","52,264","2,461","54,275","1,920","58,315","2,143","57,660","2,592","59,618","3,164","58,563","2,981","56,826","2,270","53,649","1,961","48,701","1,911"
South Carolina,"54,971","2,078","55,505","3,221","47,968","2,345","46,567","2,326","45,916","2,517","46,112","3,130","47,493","2,307","43,783","1,859","46,982","1,645","47,073","1,275","48,112","1,279","52,400","1,841","48,284","1,642","50,621","1,515","50,333","1,328","51,410","1,498","51,666","1,672","52,375","1,420","53,629","1,338","53,813","2,550","50,144","1,975","52,343","2,458","54,103","2,193","46,581","2,243","48,975","1,869","43,643","1,608","47,363","2,463","48,338","2,001","52,417","2,523","45,552","2,027","51,009","2,297","51,850","2,351","47,037","1,850","43,651","1,878","45,765","2,105"
South Dakota,"56,894","3,633","58,685","3,141","56,975","2,694","54,987","3,671","56,298","3,075","57,394","3,194","52,856","1,824","51,581","2,345","51,099","2,304","52,485","1,476","58,892","1,136","55,013","1,067","55,365","2,000","54,296","1,723","53,476","1,294","52,803","1,341","51,749","1,302","55,060","1,188","52,066",981,"52,878","1,393","49,419","1,527","45,364","1,749","46,083","1,565","47,393","2,580","48,789","1,944","46,464","1,742","45,098","1,149","43,368","1,373","44,821","1,565","46,145","1,912","44,539","1,404","43,782","1,236","42,605","1,422","39,525","1,529","43,737","2,091"
Tennessee,"55,240","2,162","52,448","1,417","48,971","1,767","45,310","2,411","45,703","3,621","44,795","3,092","45,989","2,575","46,181","2,792","43,481","1,416","46,404","1,132","45,313","1,382","48,823","1,323","49,595",920,"49,584","1,499","49,528","1,375","50,133","1,578","50,597","1,518","49,664","1,098","48,670","1,328","53,902","1,933","51,386","1,970","46,803","2,075","48,055","1,697","46,491","2,032","46,994","1,687","42,050","1,392","41,764","1,568","43,040","1,611","41,211","1,585","43,280","2,498","41,666","2,032","43,840","1,646","39,089","1,893","38,732","1,214","37,817","1,298"
Texas,"59,295","1,702","59,396","1,437","58,432","1,334","55,839","1,393","54,183","1,433","55,891","1,700","55,542","1,016","53,573","1,259","53,255","1,306","54,373",851,"53,060",769,"54,580",830,"52,781","1,009","52,120",528,"53,853",714,"52,468","1,018","54,859",769,"56,711",711,"55,112","1,121","57,099","1,505","53,936",998,"53,585","1,344","51,617","1,191","51,336","1,016","50,466","1,075","48,123","1,027","48,007","1,089","48,813","1,102","51,492","1,306","49,548","1,070","49,871","1,163","51,171","1,319","51,735","1,101","51,727","1,190","51,883","1,201"
Utah,"71,319","2,250","68,932","2,285","68,556","2,547","65,694","3,349","64,344","1,637","66,368","4,360","62,403","3,149","60,614","1,812","63,886","2,211","66,990","1,819","71,375","1,742","63,440","1,444","66,579","2,037","68,970","1,640","66,178","1,206","65,834","1,205","65,397","1,566","65,707","2,222","67,875","1,486","67,964","2,384","66,772","2,073","65,348","2,727","57,807","2,076","58,452","1,473","58,607","1,708","59,948","2,081","58,823","1,966","49,311","2,392","54,984","1,857","58,796","1,941","52,568","1,816","54,914","2,472","56,272","1,734","54,984","1,529","51,957","1,656"
Vermont,"63,805","3,133","62,145","1,393","61,557","2,713","62,922","3,211","69,052","4,230","57,804","3,142","59,452","3,241","56,648","2,192","63,015","2,532","59,920","1,647","57,872","1,121","56,165","1,657","63,353","1,543","63,800","1,647","61,570","1,652","57,799","1,305","58,753","1,134","56,619","1,310","56,518","1,315","61,373","2,077","59,346","2,398","53,551","2,638","50,503","1,951","54,196","1,990","58,748","3,128","52,039","1,601","56,254","2,289","51,316","2,151","56,728","2,428","59,902","2,174","57,912","2,152","52,608","2,844","52,670","2,148","56,645","2,052","50,878","2,215"
Virginia,"71,293","3,276","67,880","2,488","63,618","2,524","68,567","3,053","69,467","2,888","71,272","2,679","69,132","2,317","68,394","1,937","68,017","2,214","69,292","1,366","70,745","1,651","70,115","1,618","69,615","1,940","65,322","1,491","66,529","1,452","73,193","2,088","67,815","1,763","69,731","1,593","67,322","1,520","67,437","2,612","65,348","3,309","65,626","2,898","61,198","2,277","58,039","2,229","61,775","2,512","61,032","2,323","65,602","2,334","63,605","2,352","63,979","1,912","65,305","2,306","65,224","2,635","62,090","2,097","63,625","2,300","61,936","2,885","59,772","1,970"
Washington,"75,418","3,307","71,822","2,137","69,575","3,366","61,222","2,275","67,375","3,569","63,353","2,317","66,517","2,406","62,096","2,166","63,280","2,321","69,167","1,373","64,634","2,307","68,834","2,057","66,695","1,516","63,727","1,315","64,944","1,389","63,473","1,864","61,738","1,317","58,973","1,754","60,702","1,729","67,113","3,070","71,478","2,079","68,078","2,620","57,242","2,510","56,991","2,006","55,025","1,953","59,728","1,861","58,220","2,142","59,791","2,086","58,577","2,260","61,177","2,818","64,582","2,058","56,549","2,294","57,557","2,034","52,287","1,647","56,374","1,855"
West Virginia,"45,392","1,485","45,308","2,037","44,309","3,241","40,994","2,275","45,395","3,641","42,415","2,835","46,586","2,967","45,680","1,929","48,198","2,837","46,373","1,046","43,363","1,602","49,885","1,172","46,824","1,480","45,858","1,354","43,415","1,526","43,773","1,327","40,116",955,"41,184",935,"41,982",921,"43,239","1,696","40,251","1,176","41,994","2,009","39,404","2,031","39,865","1,394","38,666","1,997","37,559","1,643","34,814","1,532","40,741","1,616","40,381","2,083","41,492","1,614","38,663","1,858","35,618","1,610","35,252","1,938","34,821","1,804","37,955","1,370"
Wisconsin,"63,451","3,673","61,103","1,885","57,347","1,539","60,198","2,233","54,520","2,771","58,243","2,464","56,775","1,828","56,862","2,258","56,731","1,617","58,682",923,"58,436",972,"60,771","1,233","63,001","1,397","56,182","1,482","59,493","1,739","61,818","1,307","62,721","1,293","62,937","1,559","64,360","1,359","67,399","2,772","62,292","1,916","60,490","1,757","62,431","2,778","65,623","2,112","58,068","2,087","53,214","2,245","57,204","1,884","54,798","1,792","56,022","1,636","55,744","2,373","59,085","1,954","54,583","2,919","56,591","1,719","50,645","2,529","46,743","1,850"
Wyoming,"57,837","3,134","59,073","3,189","63,038","2,094","57,721","2,093","71,084","4,203","58,709","3,339","61,517","3,016","59,539","2,487","58,816","2,457","60,094","2,441","60,875","1,800","57,769","1,615","57,332","1,832","56,268","1,897","59,057","1,491","56,855","1,336","54,332","1,334","55,127","1,618","56,568","1,507","54,974","1,897","53,133","1,984","51,061","2,201","48,310","1,339","50,519","1,820","54,380","3,032","49,320","1,955","51,881","2,439","51,131","2,432","53,740","1,808","56,506","2,467","52,780","2,188","57,110","3,018","50,444","1,848","48,106","2,285","53,668","1,647"
"Source: U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplements.  For information on confidentiality protection, sampling error, nonsampling error, and definitions, see //www2.census.gov/programs-surveys/cps/techdocs/cpsmar18.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
